1.e-20	5.48230560469371e-7
1.2129664e-20	4.835105889273599e-7
1.4712876e-20	4.3018817121333943e-7
1.7846225e-20	3.8611400054753624e-7
2.1646872e-20	3.493307599895518e-7
2.625693e-20	3.1820709518063596e-7
3.1848775e-20	2.915023282842288e-7
3.8631495e-20	2.681992792349411e-7
4.6858707e-20	2.4787344228990036e-7
5.683804e-20	2.298283899251787e-7
6.8942635e-20	2.1371803010770367e-7
8.3625103e-20	1.9978146905506091e-7
1.0143444e-19	1.862548370934653e-7
1.2303658e-19	1.7444227083941303e-7
1.4923924e-19	1.6366327851620335e-7
1.8102219e-19	1.5382184455964176e-7
2.1957384e-19	1.44772166628418e-7
2.6633571e-19	1.3643233378118723e-7
3.2305627e-19	1.2871748449057214e-7
3.9185642e-19	1.2157854985545882e-7
4.7530869e-19	1.149344652267697e-7
5.765335e-19	1.0874868640468789e-7
6.9931579e-19	1.032710511357788e-7
8.4824659e-19	9.75637437186076e-8
1.0288946e-18	9.250416213632349e-8
1.2480147e-18	8.774553416582398e-8
1.5137999e-18	8.327571708681105e-8
1.8361885e-18	7.907073250433346e-8
2.2272351e-18	7.509581035089814e-8
2.7015614e-18	7.15101652483994e-8
3.2769034e-18	6.785137217238874e-8
3.9747738e-18	6.451381508676818e-8
4.8212673e-18	6.136661980782478e-8
5.8480355e-18	5.838235695380048e-8
7.0934708e-18	5.556126270376627e-8
8.6041421e-18	5.288561224772869e-8
1.0436536e-17	5.035588657913993e-8
1.2659168e-17	4.79527953630433e-8
1.5355146e-17	4.5674917001552876e-8
1.8625276e-17	4.3551141104593004e-8
2.2591835e-17	4.147100228597412e-8
2.7403138e-17	3.953759535438796e-8
3.3239087e-17	3.770092556115567e-8
4.0317898e-17	3.595090388022867e-8
4.8904257e-17	3.429974637443356e-8
5.9319223e-17	3.2737868808756716e-8
7.1952227e-17	3.12575028635106e-8
8.7275637e-17	2.983663826203092e-8
1.0586242e-16	2.853638363968102e-8
1.2840756e-16	2.728580531257414e-8
1.5575407e-16	2.6111856643192324e-8
1.8892446e-16	2.5170529765262242e-8
2.2915903e-16	2.396040905306206e-8
2.7796221e-16	2.2995228065823197e-8
3.3715883e-16	2.208820745919108e-8
4.0896235e-16	2.1259007011130136e-8
4.9605761e-16	2.0545916254315614e-8
6.0170124e-16	1.9934676427657454e-8
7.2984342e-16	1.9471334611946295e-8
8.8527558e-16	1.9099791561833217e-8
1.0738096e-15	1.8790821717478466e-8
1.302495e-15	1.8533432524103204e-8
1.5798827e-15	1.835071584895414e-8
1.9163447e-15	1.826782094985312e-8
2.3244618e-15	1.8297834118023704e-8
2.8194942e-15	1.8460853093010112e-8
3.4199519e-15	1.8817301679842883e-8
4.1482869e-15	1.9379212626679625e-8
5.0317328e-15	2.026240901972942e-8
6.1033231e-15	2.1595097084131124e-8
7.4031261e-15	2.366379664326943e-8
8.9797436e-15	2.6753796608597342e-8
1.0892128e-14	3.010966286521121e-8
1.3211785e-14	3.143167110522562e-8
1.6025452e-14	2.9188945568093076e-8
1.9438336e-14	2.5584030127446012e-8
2.357805e-14	2.2363015845633885e-8
2.8599383e-14	2.0200396130968095e-8
3.4690092e-14	1.8988762921633815e-8
4.2077918e-14	1.864385547526633e-8
5.1039102e-14	1.917569473627119e-8
6.1908719e-14	2.074249391683129e-8
7.5093198e-14	2.3706435551490884e-8
9.108553e-14	2.8881422927607778e-8
1.1048369e-13	3.795160045405401e-8
1.3401301e-13	5.434368799600922e-8
1.6255329e-13	8.663982871434062e-8
1.9717168e-13	1.5736362110530412e-7
2.3916263e-13	3.206172515577717e-7
2.9009625e-13	5.828153234390973e-7
3.5187702e-13	1.1163770157188976e-6
4.2681502e-13	2.7998160534496593e-6
5.177123e-13	0.000010093397639088821
6.2796765e-13	0.00005818387644396006
7.6170368e-13	0.0009807260797404067
9.2392101e-13	0.001784654155241648
1.1206852e-12	0.004914772436502447
1.3593535e-12	0.019758625507768895
1.6488502e-12	0.04914349797113785
2.e-12	0.06632787531217073
