1e-08 2.2971286e-18 3.4299796e-27 3.1269882e-27
1.0520687e-08 2.2971286e-18 3.6085741e-27 3.2898063e-27
1.1068485e-08 2.2971286e-18 3.7964677e-27 3.4611022e-27
1.1644806e-08 2.2971286e-18 3.9941448e-27 3.6413171e-27
1.2251136e-08 2.2971286e-18 4.2021146e-27 3.8309157e-27
1.2889036e-08 2.2971286e-18 4.4209131e-27 4.0303864e-27
1.3560151e-08 2.2971286e-18 4.6511042e-27 4.2402432e-27
1.426621e-08 2.2971286e-18 4.893281e-27 4.4610271e-27
1.5009033e-08 2.2971286e-18 5.1480676e-27 4.6933068e-27
1.5790533e-08 2.2971286e-18 5.4161206e-27 4.9376811e-27
1.6612725e-08 2.2971286e-18 5.6981309e-27 5.1947796e-27
1.7477728e-08 2.2971286e-18 5.994825e-27 5.4652648e-27
1.838777e-08 2.2971286e-18 6.3069675e-27 5.7498339e-27
1.9345197e-08 2.2971286e-18 6.6353629e-27 6.0492201e-27
2.0352475e-08 2.2971286e-18 6.9808575e-27 6.364195e-27
2.1412202e-08 2.2971286e-18 7.3443414e-27 6.6955701e-27
2.2527106e-08 2.2971286e-18 7.7267515e-27 7.0441996e-27
2.3700063e-08 2.2971286e-18 8.1290732e-27 7.4109817e-27
2.4934094e-08 2.2971286e-18 8.5523433e-27 7.7968617e-27
2.6232379e-08 2.2971286e-18 8.9976524e-27 8.2028339e-27
2.7598264e-08 2.2971286e-18 9.4661482e-27 8.6299445e-27
2.9035269e-08 2.2971286e-18 9.959038e-27 9.0792943e-27
3.0547097e-08 2.2971286e-18 1.0477592e-26 9.5520411e-27
3.2137643e-08 2.2971286e-18 1.1023146e-26 1.0049403e-26
3.3811008e-08 2.2971286e-18 1.1597107e-26 1.0572662e-26
3.5571502e-08 2.2971286e-18 1.2200953e-26 1.1123167e-26
3.7423663e-08 2.2971286e-18 1.283624e-26 1.1702335e-26
3.9372263e-08 2.2971286e-18 1.3504606e-26 1.231166e-26
4.1422325e-08 2.2971286e-18 1.4207773e-26 1.2952712e-26
4.357913e-08 2.2971286e-18 1.4947553e-26 1.3627143e-26
4.5848238e-08 2.2971286e-18 1.5725852e-26 1.433669e-26
4.8235494e-08 2.2971286e-18 1.6544676e-26 1.5083182e-26
5.0747052e-08 2.2971286e-18 1.7406135e-26 1.5868543e-26
5.3389384e-08 2.2971286e-18 1.831245e-26 1.6694797e-26
5.6169298e-08 2.2971286e-18 1.9265955e-26 1.7564073e-26
5.9093959e-08 2.2971286e-18 2.0269107e-26 1.8478611e-26
6.2170903e-08 2.2971286e-18 2.1324493e-26 1.9440768e-26
6.5408059e-08 2.2971286e-18 2.2434831e-26 2.0453023e-26
6.881377e-08 2.2971286e-18 2.3602983e-26 2.1517985e-26
7.2396811e-08 2.2971286e-18 2.4831959e-26 2.2638397e-26
7.6166417e-08 2.2971286e-18 2.6124926e-26 2.3817149e-26
8.0132301e-08 2.2971286e-18 2.7485216e-26 2.5057276e-26
8.4304684e-08 2.2971286e-18 2.8916334e-26 2.6361975e-26
8.8694317e-08 2.2971286e-18 3.042197e-26 2.7734608e-26
9.3312512e-08 2.2971286e-18 3.2006001e-26 2.9178712e-26
9.817117e-08 2.2971286e-18 3.3672511e-26 3.0698009e-26
1.0328281e-07 2.2971286e-18 3.5425794e-26 3.2296414e-26
1.0866061e-07 2.2971286e-18 3.7270368e-26 3.3978045e-26
1.1431843e-07 2.2971286e-18 3.9210987e-26 3.5747237e-26
1.2027083e-07 2.2971286e-18 4.125265e-26 3.7608548e-26
1.2653318e-07 2.2971286e-18 4.3400621e-26 3.9566775e-26
1.3312159e-07 2.2971286e-18 4.5660434e-26 4.1626964e-26
1.4005305e-07 2.2971286e-18 4.8037912e-26 4.3794425e-26
1.4734543e-07 2.2971286e-18 5.0539182e-26 4.6074742e-26
1.5501751e-07 2.2971286e-18 5.317069e-26 4.8473793e-26
1.6308907e-07 2.2971286e-18 5.5939217e-26 5.0997759e-26
1.715809e-07 2.2971286e-18 5.8851898e-26 5.3653144e-26
1.8051489e-07 2.2971286e-18 6.1916238e-26 5.6446792e-26
1.8991406e-07 2.2971286e-18 6.5140134e-26 5.9385902e-26
1.9980263e-07 2.2971286e-18 6.8531895e-26 6.2478047e-26
2.1020609e-07 2.2971286e-18 7.2100259e-26 6.5731196e-26
2.2115124e-07 2.2971286e-18 7.5854424e-26 6.9153732e-26
2.3266629e-07 2.2971286e-18 7.9804063e-26 7.2754475e-26
2.4478092e-07 2.2971286e-18 8.3959355e-26 7.6542703e-26
2.5752633e-07 2.2971286e-18 8.8331007e-26 8.052818e-26
2.7093539e-07 2.2971286e-18 9.2930285e-26 8.4721176e-26
2.8504263e-07 2.2971286e-18 9.7769041e-26 8.9132495e-26
2.9988442e-07 2.2971286e-18 1.0285975e-25 9.3773505e-26
3.1549901e-07 2.2971286e-18 1.0821552e-25 9.8656167e-26
3.3192662e-07 2.2971286e-18 1.1385015e-25 1.0379306e-25
3.492096e-07 2.2971286e-18 1.1977818e-25 1.0919743e-25
3.6739248e-07 2.2971286e-18 1.2601487e-25 1.1488319e-25
3.8652212e-07 2.2971286e-18 1.325763e-25 1.2086501e-25
4.0664781e-07 2.2971286e-18 1.3947937e-25 1.2715829e-25
4.2782142e-07 2.2971286e-18 1.4674187e-25 1.3377925e-25
4.5009751e-07 2.2971286e-18 1.5438253e-25 1.4074496e-25
4.7353349e-07 2.2971286e-18 1.6242102e-25 1.4807336e-25
